CensusTract,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
6037574901,California,Los Angeles,3754,2010,1744,17.8,70.7,0.0,0.0,9.6,0.0,2829,94338.0,13041.0,39388.0,4255.0,7.8,11.8,56.9,7.2,28.0,4.6,3.3,83.8,7.6,1.8,0.4,1.3,5.0,30.2,1830,70.9,19.7,9.4,0.0,10.3
6037574902,California,Los Angeles,4797,2463,2334,22.6,48.5,9.7,1.4,15.3,0.2,3529,51815.0,12124.0,23446.0,2574.0,34.6,19.6,42.3,17.0,26.9,5.1,8.7,76.0,7.6,9.7,0.6,2.2,3.9,30.0,2299,76.7,18.5,4.7,0.0,10.1
6037575001,California,Los Angeles,3683,1947,1736,23.6,48.1,9.2,0.1,12.3,0.4,2836,69600.0,8822.0,34626.0,3193.0,12.5,5.9,50.1,15.9,21.0,4.3,8.6,77.0,6.2,3.0,0.0,3.8,10.0,31.8,2140,72.1,15.9,12.0,0.0,8.5
6037575002,California,Los Angeles,4775,2472,2303,29.2,46.4,5.3,0.0,14.1,0.0,3485,65551.0,5189.0,32419.0,3527.0,13.4,10.8,52.1,18.7,18.7,2.4,8.1,79.0,6.2,6.0,4.6,1.3,3.0,27.1,2495,71.7,17.3,10.7,0.3,8.3
6037575101,California,Los Angeles,4302,2167,2135,55.6,13.7,9.6,0.0,19.4,0.3,2279,36813.0,10708.0,17296.0,2257.0,33.6,40.3,23.7,30.9,22.3,5.7,17.4,70.1,14.5,4.1,0.0,4.9,6.5,28.4,1883,81.1,12.6,6.2,0.0,12.6
6037575102,California,Los Angeles,4267,2081,2186,55.6,8.4,5.6,0.0,27.7,0.0,2250,24858.0,6648.0,11228.0,1246.0,40.9,58.8,12.1,28.4,32.4,5.8,21.3,77.6,7.5,10.2,2.2,1.9,0.6,24.7,1386,81.1,6.5,12.4,0.0,17.8
6037575103,California,Los Angeles,4996,2458,2538,40.3,25.0,22.0,0.2,11.2,0.0,3207,37050.0,4653.0,19421.0,1996.0,28.1,36.9,32.5,22.3,25.5,3.3,16.4,77.2,7.6,8.0,1.3,2.5,3.6,29.3,2607,78.1,12.0,9.1,0.8,8.2
6037575201,California,Los Angeles,4622,2242,2380,47.9,1.8,18.4,0.0,27.9,1.2,2281,36908.0,5174.0,13335.0,1709.0,24.8,35.5,17.0,34.9,24.2,7.1,16.8,60.6,10.3,18.4,4.2,3.6,2.9,29.5,1710,71.7,17.5,10.8,0.0,16.0
6037575202,California,Los Angeles,4997,2406,2591,62.9,1.9,4.9,0.0,25.1,0.0,2152,34479.0,9826.0,11677.0,1700.0,35.2,50.6,9.9,32.6,27.1,15.1,15.3,65.5,10.4,8.9,2.7,5.6,6.9,30.4,1919,90.7,3.2,6.1,0.0,9.3
6037575300,California,Los Angeles,5179,2550,2629,59.7,2.8,12.1,0.0,24.4,0.0,2132,30828.0,6411.0,11343.0,1164.0,31.3,36.7,18.6,28.4,20.6,10.2,22.4,54.9,12.6,16.9,8.2,4.2,3.1,30.5,2000,84.7,6.0,9.4,0.0,14.5
6037575401,California,Los Angeles,5224,2948,2276,80.6,6.9,4.5,0.0,2.7,0.0,1669,30204.0,4895.0,10387.0,1456.0,40.2,52.0,9.2,31.5,16.8,10.3,32.1,54.3,11.5,23.0,2.4,7.8,1.0,27.5,2119,82.8,9.7,6.7,0.8,14.2
6037575402,California,Los Angeles,4221,2193,2028,81.4,5.9,7.4,0.0,4.5,0.0,1292,32500.0,6863.0,11154.0,1300.0,33.9,44.5,12.8,31.1,16.0,14.8,25.4,51.4,13.7,23.0,2.7,8.1,1.0,29.2,1605,84.0,4.7,11.3,0.0,15.4
6037575500,California,Los Angeles,37,13,24,89.2,10.8,0.0,0.0,0.0,0.0,12,,,13468.0,7056.0,0.0,0.0,21.1,57.9,0.0,21.1,0.0,21.1,31.6,0.0,21.1,26.3,0.0,,19,42.1,0.0,57.9,0.0,0.0
6037575801,California,Los Angeles,2260,1041,1219,79.7,9.7,6.9,0.0,3.2,0.0,855,26569.0,3261.0,10182.0,1841.0,46.3,67.4,14.3,28.6,18.9,14.1,24.2,61.6,11.8,13.4,4.8,6.6,1.9,32.7,795,84.3,7.2,8.6,0.0,14.1
6037575802,California,Los Angeles,5282,2642,2640,73.3,6.4,6.2,0.0,8.2,2.1,2172,28150.0,2664.0,12031.0,1701.0,40.0,51.2,12.6,27.5,24.3,13.7,22.1,56.3,13.6,18.4,2.8,6.1,2.9,30.4,2094,89.3,5.9,4.8,0.0,12.1
6037575803,California,Los Angeles,2884,1287,1597,63.5,14.1,11.7,0.3,8.4,0.0,1400,23176.0,7776.0,13985.0,2108.0,41.4,64.6,14.3,25.4,23.8,10.3,26.1,44.3,7.5,28.1,11.7,7.7,0.8,32.1,1103,80.6,7.5,11.9,0.0,8.6
6037575901,California,Los Angeles,3365,1545,1820,51.5,19.1,22.4,0.0,5.7,0.0,1892,37425.0,11056.0,22565.0,3682.0,39.6,63.5,33.4,17.0,20.2,12.5,16.9,64.6,13.5,7.7,3.0,6.5,4.6,32.7,1507,76.7,13.9,8.9,0.5,12.7
6037575902,California,Los Angeles,4699,2697,2002,32.8,37.1,19.4,0.0,6.3,0.0,3321,29768.0,5040.0,31147.0,6728.0,33.9,59.0,36.7,28.6,23.8,3.9,7.0,55.3,9.4,12.9,8.3,3.1,11.0,34.3,2326,80.3,15.4,4.3,0.0,10.8
6037576001,California,Los Angeles,5422,3010,2412,17.3,40.6,12.5,0.5,24.4,0.0,4238,66302.0,13398.0,57547.0,8824.0,12.3,9.2,54.9,11.4,22.6,2.1,8.9,68.3,4.8,8.8,7.4,2.4,8.2,34.1,3285,79.4,11.0,9.2,0.5,4.4
6037576200,California,Los Angeles,5564,3098,2466,52.1,23.9,14.3,0.0,5.6,0.9,3276,22656.0,4863.0,23960.0,4084.0,38.3,46.5,39.5,37.2,13.1,4.2,5.9,57.3,3.2,24.9,7.7,2.6,4.4,37.3,2611,79.0,9.6,11.4,0.0,5.6
6037576301,California,Los Angeles,4682,2402,2280,53.4,12.8,18.1,0.4,9.9,0.6,2580,31868.0,3740.0,18647.0,2222.0,33.0,39.1,23.5,27.3,26.1,6.0,17.1,61.3,6.8,15.5,9.4,0.9,5.9,29.6,2170,82.7,10.2,6.5,0.6,10.0
6037576302,California,Los Angeles,4485,1959,2526,61.4,5.7,13.5,0.0,13.5,0.0,1854,36715.0,5949.0,12122.0,1466.0,26.5,31.8,16.9,31.4,25.3,5.2,21.2,62.0,11.2,14.1,9.4,1.2,2.1,29.3,1683,84.0,8.3,6.3,1.4,15.4
6037576401,California,Los Angeles,4761,2504,2257,67.0,5.7,9.5,0.0,13.2,0.0,1646,27967.0,1970.0,9449.0,1331.0,48.1,60.5,7.8,37.5,21.3,18.4,15.1,52.1,10.0,14.8,7.2,9.8,6.1,28.8,1767,71.4,9.6,19.0,0.0,9.8
6037576402,California,Los Angeles,4882,2429,2453,66.2,5.7,8.0,0.2,16.2,0.0,2044,38468.0,9166.0,12168.0,1267.0,28.6,38.2,17.1,36.2,15.8,13.5,17.4,58.0,24.1,10.7,2.7,1.7,2.8,29.6,1835,84.0,8.9,7.1,0.0,13.9
6037576403,California,Los Angeles,5578,2658,2920,56.3,5.8,16.1,0.0,18.0,0.0,2586,32263.0,3290.0,12218.0,2080.0,35.0,47.0,20.4,32.2,21.6,7.6,18.2,68.1,6.7,17.3,3.8,2.8,1.2,28.1,1845,87.1,9.8,3.1,0.0,19.0
6037576501,California,Los Angeles,3140,1604,1536,49.0,26.7,18.2,0.7,2.1,0.8,1985,32552.0,7703.0,26597.0,4349.0,24.7,31.4,37.5,18.9,27.7,5.1,10.9,69.9,7.6,6.6,6.5,7.2,2.1,30.7,1609,81.4,12.5,6.2,0.0,7.8
6037576502,California,Los Angeles,4734,2102,2632,42.0,24.9,22.3,1.8,6.9,0.0,2997,35069.0,5333.0,21205.0,3056.0,32.4,51.5,30.5,27.6,28.6,5.5,7.9,68.3,5.0,14.2,0.5,3.9,8.1,35.6,2196,75.1,15.2,8.8,0.9,15.9
6037576503,California,Los Angeles,4206,2160,2046,41.8,31.6,14.5,0.6,6.2,2.8,2812,40485.0,6258.0,21774.0,2867.0,24.7,34.3,31.7,23.0,27.3,4.4,13.6,65.1,12.6,9.9,0.5,7.2,4.6,31.9,2138,83.2,8.8,8.0,0.0,5.7
6037576601,California,Los Angeles,4464,2471,1993,26.7,50.2,17.0,0.0,2.8,2.1,3770,50462.0,10004.0,44007.0,6634.0,10.6,4.5,51.8,14.6,22.9,5.6,5.1,68.7,6.3,7.3,0.9,2.0,14.8,42.1,3304,75.3,14.8,9.9,0.0,6.7
6037576602,California,Los Angeles,4263,2262,2001,23.3,53.6,12.9,0.0,7.0,1.5,3720,56875.0,11439.0,48021.0,7673.0,17.4,8.8,53.3,11.5,26.0,4.8,4.3,85.5,3.6,5.3,0.6,0.9,4.1,32.9,2663,80.9,10.7,8.3,0.0,6.8
6037576700,California,Los Angeles,4104,1990,2114,20.0,60.3,7.7,0.4,6.4,0.1,3438,69179.0,15894.0,49673.0,6536.0,9.6,10.3,46.4,16.3,27.5,3.9,5.9,76.5,5.4,4.4,2.1,3.1,8.4,29.8,2412,76.2,13.6,10.2,0.0,6.2
6037576801,California,Los Angeles,4220,1966,2254,42.8,32.2,10.9,0.6,11.1,0.0,3119,41160.0,12666.0,26029.0,4793.0,27.3,40.4,34.3,17.1,29.0,9.3,10.2,73.5,11.9,4.6,7.5,2.5,0.0,27.7,2024,79.9,11.8,8.3,0.0,12.4
6037576802,California,Los Angeles,3833,1767,2066,27.1,53.9,9.9,0.0,7.2,0.0,2908,47826.0,9252.0,32016.0,3382.0,15.4,32.2,49.1,20.8,21.8,2.2,6.1,78.7,3.5,5.5,0.3,7.6,4.3,30.7,2245,76.7,18.5,4.7,0.0,8.7
6037576901,California,Los Angeles,6672,3292,3380,71.0,6.1,8.2,0.2,13.7,0.0,3038,30594.0,4585.0,12261.0,1623.0,41.7,63.8,17.1,35.0,22.8,12.1,13.0,66.6,7.4,17.4,2.5,2.0,4.1,29.1,2428,85.3,6.1,8.6,0.0,10.5
6037576903,California,Los Angeles,4469,2158,2311,54.2,17.9,18.0,0.0,5.5,3.4,2341,41111.0,9749.0,16737.0,2545.0,27.0,20.7,27.5,22.8,31.9,10.4,7.4,70.1,7.1,13.0,3.1,2.9,3.9,30.0,2074,86.5,9.9,3.4,0.2,3.9
6037576904,California,Los Angeles,3150,1584,1566,39.9,30.9,18.8,0.0,6.8,0.0,2346,47973.0,4603.0,23666.0,3454.0,21.3,21.6,29.1,24.0,31.0,6.7,9.1,78.9,9.2,6.4,0.0,0.2,5.3,26.2,1684,73.8,14.2,12.0,0.0,12.2
6037577000,California,Los Angeles,7203,3327,3876,35.6,45.5,6.2,0.2,8.3,0.0,5493,56468.0,4810.0,33702.0,4821.0,15.4,9.3,44.3,20.2,22.1,7.9,5.5,79.7,10.8,3.4,1.3,0.9,4.0,32.5,4615,75.3,18.7,6.0,0.0,9.2
6037577100,California,Los Angeles,7238,3794,3444,24.2,59.7,5.5,0.0,5.0,0.0,5622,56688.0,5611.0,39257.0,4207.0,8.1,7.1,54.8,9.9,22.4,6.1,6.7,81.5,6.1,3.7,1.1,1.4,6.2,30.2,4287,74.5,19.3,6.2,0.0,6.1
6037577200,California,Los Angeles,5279,2506,2773,21.7,63.2,5.8,0.0,5.9,0.0,4776,71320.0,6482.0,59364.0,8428.0,7.5,0.0,58.3,14.0,22.8,1.3,3.5,77.2,7.4,3.9,1.3,2.1,8.2,30.9,3792,71.6,18.9,9.4,0.2,7.6
6037577300,California,Los Angeles,5505,2663,2842,15.8,76.5,2.0,0.0,4.0,0.0,4829,59102.0,13139.0,50665.0,6559.0,11.6,11.3,62.6,9.1,15.9,3.3,9.1,87.8,5.4,0.0,0.3,0.4,6.1,31.4,3585,78.9,12.6,8.5,0.0,8.8
6037577400,California,Los Angeles,2973,1327,1646,16.6,74.1,0.5,0.0,6.0,1.0,2510,76563.0,18677.0,60004.0,12323.0,8.5,0.0,58.7,11.6,20.0,6.0,3.7,81.8,4.1,0.0,2.5,0.8,10.8,28.2,1886,71.2,16.1,12.8,0.0,4.9
6037577501,California,Los Angeles,3534,1607,1927,8.3,78.3,0.5,0.0,11.1,0.0,2836,87179.0,16418.0,81309.0,13113.0,9.8,14.5,59.4,16.2,21.7,2.2,0.5,78.6,5.8,1.0,4.1,1.2,9.4,30.6,1614,68.5,15.6,15.4,0.6,12.3
6037577504,California,Los Angeles,1447,791,656,12.7,74.5,3.2,0.0,1.9,3.5,1170,98393.0,30237.0,96659.0,21912.0,6.1,0.0,65.4,9.3,23.2,1.5,0.5,70.9,4.4,5.7,0.0,1.1,17.8,35.1,913,60.2,16.1,23.7,0.0,4.0
6037577602,California,Los Angeles,3423,1793,1630,9.2,73.7,3.1,0.0,6.0,0.0,2762,76776.0,17049.0,56474.0,7646.0,9.8,5.3,52.1,13.1,23.3,9.6,1.9,82.3,5.6,0.5,2.6,0.0,8.9,27.7,1583,72.7,22.7,4.0,0.5,15.3
6037577603,California,Los Angeles,8073,4360,3713,12.4,73.1,2.7,0.2,8.5,0.0,6517,96918.0,10051.0,56919.0,5557.0,11.3,2.8,65.7,9.0,20.2,2.3,2.8,77.4,3.7,4.0,1.9,3.2,9.8,32.2,4132,70.6,19.8,9.6,0.0,6.5
6037577604,California,Los Angeles,1314,615,699,17.9,69.6,4.2,0.0,7.0,0.0,1138,85313.0,10835.0,65452.0,13521.0,6.6,3.7,58.8,11.5,20.0,4.0,5.7,79.2,9.6,1.7,0.8,0.7,8.1,30.5,771,60.6,25.4,13.2,0.8,6.2
6037599000,California,Los Angeles,3571,1608,1963,70.3,27.9,0.2,0.0,0.1,0.0,1961,60375.0,10838.0,31618.0,8886.0,14.9,19.8,16.2,42.1,26.1,10.2,5.4,24.7,5.8,0.0,51.3,14.4,3.8,8.6,1792,86.9,7.0,6.0,0.0,6.3
6037599100,California,Los Angeles,493,300,193,27.2,64.9,0.0,2.0,1.4,3.4,393,,,44783.0,13877.0,6.3,0.0,39.9,11.4,26.5,17.2,5.0,16.4,12.2,0.0,21.3,41.8,8.3,53.6,343,58.0,42.0,0.0,0.0,6.8
6037600100,California,Los Angeles,7055,3282,3773,53.8,1.6,41.3,0.0,0.0,0.0,3337,22860.0,3243.0,11247.0,2249.0,46.0,67.4,12.1,26.9,25.7,11.6,23.7,70.7,7.6,17.4,0.9,1.3,2.2,41.1,2154,77.5,14.5,8.0,0.0,16.3
6037600201,California,Los Angeles,4451,2288,2163,65.2,1.0,33.7,0.0,0.0,0.0,1925,29103.0,8000.0,11947.0,1917.0,33.3,45.1,11.1,32.0,24.3,16.8,15.7,62.7,19.0,11.2,0.5,0.7,5.9,35.4,1579,75.9,13.0,11.1,0.0,14.8
6037600202,California,Los Angeles,6657,3143,3514,44.5,1.3,53.9,0.0,0.2,0.0,3914,24606.0,3436.0,11919.0,1142.0,38.8,52.7,13.3,25.5,27.9,10.1,23.3,62.0,5.7,26.6,0.5,1.6,3.6,37.5,2282,77.9,13.0,9.1,0.0,16.0
6037600302,California,Los Angeles,2871,1279,1592,26.5,2.1,66.8,0.0,0.0,0.0,2098,37277.0,13420.0,19728.0,3339.0,31.5,51.1,25.7,29.2,25.5,7.4,12.2,81.4,7.7,5.7,0.0,0.0,5.3,31.6,1145,77.1,16.9,6.0,0.0,20.9
6037600303,California,Los Angeles,4036,1524,2512,52.5,0.8,46.6,0.0,0.1,0.0,2179,24481.0,10380.0,12345.0,2559.0,39.2,59.9,17.2,17.0,21.4,16.3,28.0,66.6,11.0,15.2,0.0,4.5,2.7,30.3,1451,89.0,0.8,10.2,0.0,10.7
6037600304,California,Los Angeles,3495,1651,1844,49.9,3.0,46.0,0.5,0.0,0.0,1720,23545.0,4448.0,10291.0,1496.0,43.7,54.9,14.7,28.5,23.4,10.6,22.8,63.7,11.9,19.0,3.5,1.2,0.7,35.8,1090,79.6,4.5,15.9,0.0,14.3
6037600400,California,Los Angeles,4001,1794,2207,15.3,1.9,80.4,0.0,0.0,1.3,2992,34447.0,9885.0,21978.0,3596.0,18.0,19.3,22.6,23.4,40.6,3.6,9.8,80.5,8.1,4.0,0.6,1.6,5.2,29.2,1535,64.2,26.8,9.0,0.0,18.0
6037600501,California,Los Angeles,2767,1214,1553,19.8,0.7,71.9,0.0,5.0,0.0,2096,58425.0,4799.0,23894.0,2199.0,13.0,11.6,28.5,24.2,34.3,3.7,9.3,70.3,8.0,16.9,0.0,1.7,3.0,32.5,1165,69.0,22.4,8.6,0.0,17.8
6037600502,California,Los Angeles,2221,1005,1216,47.7,3.2,42.9,0.0,2.3,0.0,1425,57262.0,12823.0,22876.0,3112.0,7.1,0.0,24.9,21.3,33.1,12.0,8.6,80.8,8.3,8.4,0.0,0.8,1.7,31.1,930,69.9,19.9,9.2,1.0,13.7
6037600601,California,Los Angeles,2682,1297,1385,5.9,2.4,86.5,0.4,0.3,0.1,2174,62841.0,5512.0,29239.0,3730.0,13.1,21.9,35.4,16.0,35.6,2.9,10.1,80.9,7.8,8.0,0.3,1.2,1.8,30.3,1224,59.6,37.2,3.3,0.0,12.8
6037600602,California,Los Angeles,2455,1103,1352,62.1,0.2,33.2,0.0,0.0,0.0,1098,26833.0,5174.0,11022.0,1111.0,43.0,55.5,10.0,28.4,27.3,15.1,19.2,64.2,10.9,12.7,2.9,5.8,3.5,36.4,894,78.2,13.6,8.2,0.0,9.8
6037600702,California,Los Angeles,4683,2276,2407,15.0,3.9,74.4,0.0,1.8,1.2,3003,71169.0,19005.0,28734.0,4860.0,15.1,14.9,33.7,22.1,28.6,10.2,5.4,64.6,9.1,1.2,2.8,0.0,22.4,33.9,2243,79.0,19.4,1.6,0.0,13.2
6037600703,California,Los Angeles,1890,725,1165,1.2,3.0,88.5,0.0,1.2,0.0,1643,65885.0,7246.0,36196.0,4156.0,6.3,0.0,42.9,15.0,32.0,5.9,4.2,89.4,5.5,0.4,0.0,0.0,4.7,31.6,931,57.6,33.4,9.0,0.0,15.4
6037600704,California,Los Angeles,3321,1359,1962,10.5,1.6,84.3,0.0,0.7,0.0,2425,66607.0,13242.0,29047.0,3882.0,13.2,21.9,40.7,15.6,31.1,1.6,11.0,79.4,11.1,4.5,0.0,0.0,5.0,29.0,1450,61.8,32.6,5.6,0.0,11.9
6037600801,California,Los Angeles,3356,1510,1846,20.3,2.7,75.4,0.3,0.0,0.4,2490,62232.0,18445.0,33758.0,6371.0,6.2,16.2,32.4,25.3,23.4,11.1,7.8,74.6,20.0,3.4,0.0,0.7,1.3,32.8,1550,71.2,20.7,8.1,0.0,15.7
6037600802,California,Los Angeles,2495,1176,1319,13.0,1.5,82.8,0.5,0.7,0.0,1975,52955.0,16611.0,36120.0,7453.0,14.5,21.4,38.5,11.1,32.8,3.4,14.2,78.1,8.8,12.3,0.0,0.0,0.8,24.8,1102,54.2,34.8,11.1,0.0,16.2
6037600902,California,Los Angeles,6480,2952,3528,44.8,5.0,48.5,0.0,0.3,0.7,3993,34780.0,6134.0,18946.0,2609.0,27.9,36.9,25.3,24.1,30.0,5.7,14.7,71.5,8.6,11.1,4.2,1.1,3.6,32.9,3235,76.4,12.7,10.9,0.0,14.1
6037600911,California,Los Angeles,3423,1804,1619,70.6,5.5,21.6,0.0,0.6,0.0,2130,50842.0,9148.0,21309.0,2896.0,19.3,32.6,20.7,27.7,38.9,7.7,5.0,76.7,12.5,3.6,1.8,3.1,2.3,30.7,1673,78.4,11.5,10.1,0.0,12.6
6037600912,California,Los Angeles,5593,2701,2892,75.0,4.1,18.4,0.0,0.7,0.3,3119,43847.0,3710.0,16174.0,1232.0,21.7,31.5,25.5,26.0,24.7,13.1,10.7,73.7,15.8,6.2,1.1,0.6,2.7,33.9,2510,71.8,16.3,11.9,0.0,16.1
6037601001,California,Los Angeles,1982,857,1125,25.3,7.8,63.1,0.6,0.4,0.0,1508,22047.0,3859.0,18749.0,3105.0,23.4,10.8,28.7,23.5,30.7,5.3,11.8,69.6,7.3,9.4,1.3,3.5,8.9,30.1,711,73.6,19.4,7.0,0.0,12.2
6037601002,California,Los Angeles,5397,2626,2771,43.6,0.8,52.7,0.0,1.9,0.0,3235,40864.0,5658.0,18714.0,2332.0,25.8,33.0,18.5,27.3,34.3,8.0,11.9,67.3,16.7,7.7,4.0,2.7,1.7,31.3,2485,75.3,18.5,6.2,0.0,14.7
6037601100,California,Los Angeles,6087,2743,3344,59.3,2.6,30.6,0.0,4.9,0.0,3223,30375.0,4360.0,14099.0,1745.0,30.4,48.1,15.9,20.6,33.7,10.8,19.0,58.7,12.9,13.0,5.9,6.3,3.2,29.4,2623,83.6,9.3,5.8,1.3,16.1
6037601202,California,Los Angeles,3915,1976,1939,90.8,2.4,4.0,0.0,2.2,0.0,1672,42038.0,5735.0,18126.0,4110.0,27.4,40.4,18.1,26.1,22.0,11.5,22.3,69.5,12.2,6.1,4.0,1.8,6.3,22.6,1676,77.5,9.7,12.2,0.6,9.6
6037601211,California,Los Angeles,3057,1511,1546,49.4,3.0,44.4,0.0,1.6,0.3,1762,35816.0,7856.0,16934.0,2056.0,19.3,15.9,28.5,21.5,27.2,6.0,16.8,64.8,4.9,14.1,4.0,1.5,10.7,29.4,1243,72.2,14.0,13.8,0.0,17.9
6037601212,California,Los Angeles,6417,3080,3337,69.0,1.5,26.6,0.0,1.0,0.0,2826,39375.0,7182.0,16875.0,3713.0,22.6,29.5,24.3,34.9,22.7,8.4,9.7,71.1,11.6,8.6,1.5,2.3,4.9,27.4,2947,76.2,9.3,14.5,0.0,16.9
6037601301,California,Los Angeles,1964,936,1028,18.3,13.8,61.3,0.0,2.5,0.0,1323,60625.0,7990.0,33230.0,5359.0,6.9,2.2,45.5,23.3,21.2,4.3,5.7,73.4,6.6,10.6,0.0,0.0,9.4,30.0,981,72.7,16.5,10.8,0.0,15.2
6037601302,California,Los Angeles,7618,3260,4358,21.5,6.3,67.9,0.0,2.0,0.0,4738,46960.0,6175.0,23527.0,3356.0,17.1,24.6,28.3,24.0,28.5,9.0,10.2,81.5,7.0,5.8,0.4,1.8,3.5,29.3,3673,75.6,13.7,10.7,0.0,16.5
6037601303,California,Los Angeles,4826,2095,2731,31.4,4.1,54.6,0.0,2.5,2.1,2959,33000.0,4179.0,17230.0,1926.0,25.0,30.9,31.8,22.2,32.3,2.5,11.1,69.3,9.2,12.2,0.0,3.4,6.0,33.5,2167,73.3,18.8,7.9,0.0,15.5
6037601401,California,Los Angeles,5190,2799,2391,59.3,6.7,29.8,0.0,0.8,0.0,3204,41338.0,5131.0,17373.0,1945.0,20.3,28.0,21.6,29.7,26.7,10.6,11.4,68.1,12.3,10.3,1.0,1.9,6.3,33.3,2467,76.5,18.0,5.5,0.0,12.7
6037601402,California,Los Angeles,5052,2516,2536,89.0,3.6,4.9,0.0,1.1,0.0,3012,50938.0,12363.0,16440.0,1681.0,18.0,29.3,15.3,25.3,29.8,10.9,18.7,65.6,21.0,2.9,3.1,3.6,3.8,29.3,2344,79.3,13.9,6.8,0.0,9.0
6037601501,California,Los Angeles,3972,1788,2184,83.4,3.1,11.2,0.0,2.3,0.0,1519,32459.0,6246.0,11317.0,1381.0,31.2,35.3,10.3,43.5,19.1,4.4,22.7,73.8,6.8,12.2,3.2,3.9,0.0,28.7,1698,92.0,5.6,2.4,0.0,14.0
6037601502,California,Los Angeles,4174,2165,2009,90.3,2.9,3.5,0.2,2.8,0.0,1806,35306.0,7222.0,12267.0,1491.0,31.0,35.7,17.6,27.0,27.3,9.6,18.5,66.1,14.8,10.8,0.3,3.5,4.4,23.9,1789,75.4,12.2,12.4,0.0,10.0
6037601600,California,Los Angeles,4147,2179,1968,95.6,1.4,0.9,0.0,1.9,0.0,1628,40391.0,7678.0,12845.0,2474.0,32.2,38.9,6.3,35.7,22.1,14.8,21.1,61.8,16.2,13.9,5.0,1.3,1.7,23.0,1657,81.4,6.6,10.6,1.3,12.8
6037601700,California,Los Angeles,5569,2768,2801,88.7,2.5,6.3,0.0,0.1,0.0,2081,32437.0,14087.0,11558.0,1582.0,40.2,56.9,8.1,33.7,25.5,16.0,16.6,65.3,19.6,7.5,4.2,0.3,3.1,24.4,2400,77.0,7.2,15.8,0.0,7.6
6037601801,California,Los Angeles,3677,1843,1834,96.6,0.5,2.8,0.0,0.1,0.0,1459,31969.0,5430.0,10771.0,1340.0,37.2,48.5,10.2,44.5,21.0,15.8,8.6,72.1,9.0,4.5,6.8,3.7,3.9,21.3,1470,81.6,6.0,11.4,1.0,13.9
6037601802,California,Los Angeles,4111,2066,2045,97.2,1.6,1.1,0.1,0.0,0.0,1576,36760.0,10702.0,14981.0,3117.0,28.9,42.0,11.5,31.2,20.9,21.3,15.1,69.4,15.3,5.1,2.4,6.6,1.2,30.8,1786,82.4,11.1,6.5,0.0,10.3
6037601900,California,Los Angeles,5319,2485,2834,78.5,1.1,18.3,0.0,0.0,0.8,1917,34195.0,6958.0,11344.0,1883.0,33.8,49.2,14.3,33.7,31.9,8.6,11.4,70.1,18.6,7.7,1.0,0.0,2.6,29.0,1938,79.9,11.7,8.1,0.3,15.4
6037602002,California,Los Angeles,3065,1567,1498,78.9,4.4,6.1,0.7,7.8,0.0,1518,39609.0,6382.0,15742.0,1982.0,21.1,32.5,14.6,34.0,21.3,12.5,17.7,75.1,11.6,4.8,2.6,1.3,4.5,27.1,1455,81.3,6.9,11.8,0.0,15.6
6037602003,California,Los Angeles,5022,2365,2657,87.2,0.4,11.0,0.0,0.3,0.3,2030,36676.0,4235.0,12383.0,1599.0,32.9,43.3,13.8,27.5,28.7,12.8,17.1,66.2,16.3,7.0,0.2,5.9,4.5,30.0,2053,76.7,7.7,15.2,0.3,12.7
6037602004,California,Los Angeles,4122,2026,2096,79.5,4.4,16.2,0.0,0.0,0.0,2069,37832.0,3549.0,14630.0,2069.0,29.1,51.4,14.5,22.3,30.5,10.6,22.0,59.2,21.0,9.0,4.9,4.0,1.9,26.7,1833,78.6,8.1,13.4,0.0,10.6
6037602103,California,Los Angeles,6488,3069,3419,73.4,10.7,11.3,0.0,2.3,0.0,3134,32632.0,5833.0,14706.0,1717.0,21.6,29.9,16.2,35.9,26.6,9.2,12.1,66.2,16.8,14.2,0.0,2.7,0.0,29.5,2971,78.9,5.9,15.3,0.0,10.5
6037602104,California,Los Angeles,5893,2770,3123,61.2,3.9,27.2,0.0,1.9,2.2,2948,41813.0,4646.0,16705.0,2311.0,25.7,36.3,26.1,27.6,27.8,3.8,14.8,66.7,9.6,14.4,7.3,1.7,0.2,30.0,2702,81.2,13.4,5.5,0.0,10.2
6037602105,California,Los Angeles,4500,2235,2265,68.3,5.6,19.8,0.0,4.4,0.0,2291,40262.0,7179.0,15343.0,1561.0,24.0,32.6,18.5,32.4,23.6,7.8,17.7,69.9,16.3,5.8,1.5,1.1,5.4,25.2,2149,78.8,14.3,6.4,0.5,7.5
6037602106,California,Los Angeles,5540,2987,2553,63.4,7.3,18.0,0.0,6.0,0.0,3531,43520.0,10002.0,21625.0,2545.0,13.1,18.2,21.6,27.5,27.2,8.5,15.2,73.1,16.1,8.0,0.5,0.5,1.9,28.6,2928,81.0,9.6,9.4,0.0,10.0
6037602200,California,Los Angeles,8375,4470,3905,52.0,23.3,12.9,0.2,6.5,0.5,4965,58074.0,9605.0,24238.0,3395.0,20.1,24.1,34.8,19.5,21.4,9.7,14.5,82.7,9.1,3.8,1.2,0.4,2.8,22.9,3807,81.4,9.5,9.1,0.0,8.3
