id,State_Code,State_Name,State_ab,County,City,Place,Type,Primary,Zip_Code,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev,sum_w
60220939,6,California,CA,Alameda,Auburn,Alameda city,Track,Track,95603,530,27727663,20109,38.9192661,-121.1180058,99832,300000,66598,148.625682443583
60220949,6,California,CA,Alameda,Meadow Vista,Alameda city,Track,Track,95722,530,33789797,0,38.9814713,-121.0699559,119639,300000,66804,189.086318796897
60220959,6,California,CA,Alameda,Meadow Vista,Alameda city,Track,Track,95722,530,24527265,634863,39.009987,-121.019603,89086,74552,69087,353.682402856023
60220969,6,California,CA,Alameda,Alta,Alameda city,Track,Track,95701,530,324595803,2840526,39.2246574,-120.7182119,72930,56088,61959,257.022990095049
60220979,6,California,CA,Alameda,Roseville,Alameda city,Track,Track,95661,916,3204497,3366,38.7658793,-121.2388448,114161,109869,92918,336.752113265761
60220989,6,California,CA,Alameda,Roseville,Alameda city,Track,Track,95747,916,4310208,0,38.8007141,-121.331297,135860,300000,58527,213.603415776455
6022099,6,California,CA,Alameda,Playa Vista,Alameda city,Track,Track,90094,424,1191957,0,33.9665412,-118.4180348,110536,90712,80837,280.351536612483
60220999,6,California,CA,Alameda,Lincoln,Alameda city,Track,Track,95648,916,4756111,0,38.8715573,-121.2830929,61231,52284,44701,548.711302590908
60221009,6,California,CA,Alameda,Quincy,Alameda city,Track,Track,95971,530,338585841,965104,39.7569427,-120.6672907,90629,77931,70278,188.388355741986
60221019,6,California,CA,Alameda,Greenville,Alameda city,Track,Track,95947,530,1822597102,6994897,40.0916292,-120.910825,40839,27678,41290,411.155847144079
60221029,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92501,951,3276077,174839,34.0052804,-117.3666531,56215,300000,34129,202.059955344205
60221039,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92502,951,2481817,0,33.9798418,-117.3763659,22310,19305,16429,431.517118970826
60221049,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92507,951,1879867,0,33.9685095,-117.3545298,58731,61115,40081,127.858586431275
60221059,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92506,951,3295293,0,33.9390841,-117.3713613,100620,84009,75750,209.118734789486
60221069,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92504,951,4453091,0,33.9653834,-117.4115762,115154,300000,49694,52.0940730872757
60221079,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92504,951,1228758,0,33.9518517,-117.4237908,54653,47409,35880,268.3576681067
60221089,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92506,951,3864574,0,33.9429753,-117.3825351,78933,300000,31150,157.856665262008
6022109,6,California,CA,Alameda,Los Angeles,Alameda city,Track,Track,90044,323,711350,0,33.9200912,-118.2868209,48555,34951,47639,886.936619439119
60221099,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92504,951,2252503,0,33.9417307,-117.4200459,48369,44781,28933,770.004927816801
60221109,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92503,951,2573381,0,33.9399352,-117.4429741,69103,300000,35331,263.82387110512
60221119,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92503,951,1739884,0,33.9268256,-117.448479,57566,49948,38554,391.586735424756
60221129,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92503,951,2611008,0,33.9186451,-117.4211712,78873,67122,58979,227.489202772223
60221139,6,California,CA,Alameda,Jurupa Valley,Alameda city,Track,Track,92509,951,938223,0,33.9943219,-117.4071313,46706,44628,30245,303.991288421002
60221149,6,California,CA,Alameda,Jurupa Valley,Alameda city,Track,Track,92509,951,5764990,0,33.9933787,-117.4427918,98969,300000,64930,146.458686304733
60221159,6,California,CA,Alameda,Jurupa Valley,Alameda city,Track,Track,92509,951,5108783,0,34.0075609,-117.4773621,50865,36298,47517,460.022803808933
60221169,6,California,CA,Alameda,Jurupa Valley,Alameda city,Track,Track,91752,951,3782144,0,33.9861154,-117.531606,79762,83091,53484,266.221180148595
60221179,6,California,CA,Alameda,Eastvale,Alameda city,Track,Track,92880,951,2575275,0,33.9608636,-117.5886851,113676,103469,64909,412.841005401151
60221189,6,California,CA,Alameda,Norco,Alameda city,Track,Track,92860,951,3515240,315237,33.9319208,-117.5759903,129265,300000,75261,74.8609933330982
6022119,6,California,CA,Alameda,Harbor City,Alameda city,Track,Track,90710,310,1119337,0,33.8016119,-118.3042086,80066,61606,59353,861.127581062639
60221199,6,California,CA,Alameda,Corona,Alameda city,Track,Track,92880,951,1791926,0,33.8991933,-117.5770354,83752,84979,33424,176.58222759116
60221209,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92879,951,1254558,0,33.8930996,-117.5115316,74692,70565,47237,287.982372761549
60221219,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92505,951,7621400,0,33.9264796,-117.5082299,52965,39508,46589,436.983212329825
60221229,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92505,951,9787612,447739,33.9589888,-117.4977413,41942,34845,31455,649.649221763671
60221239,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92505,951,1244763,0,33.9344497,-117.4707309,57390,49729,38624,276.923438108568
60221249,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92505,951,1362652,0,33.8922056,-117.4724083,91277,83775,51048,227.485637366214
60221259,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92505,909,1422468,0,33.9042089,-117.469161,48075,47287,25708,567.61554320795
60221269,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92505,951,2153670,0,33.8857496,-117.5057517,41975,27817,39504,485.049956861994
60221279,6,California,CA,Alameda,Corona,Alameda city,Track,Track,92882,951,977553,0,33.8785017,-117.5888243,27062,22576,19410,461.926326025625
60221289,6,California,CA,Alameda,Corona,Alameda city,Track,Track,92882,951,1656058,0,33.8648894,-117.5910428,102062,101080,66006,222.220932367388
6022129,6,California,CA,Alameda,Harbor City,Alameda city,Track,Track,90710,310,673257,0,33.7902748,-118.2975505,55585,40757,50066,654.781897327431
60221299,6,California,CA,Alameda,Corona,Alameda city,Track,Track,92881,951,2712782,0,33.8557384,-117.5449898,51006,45230,39525,486.112385017772
60221309,6,California,CA,Alameda,Corona,Alameda city,Track,Track,92882,951,3747741,139947,33.8836237,-117.6564424,124007,133499,57954,149.185874701634
60221319,6,California,CA,Alameda,Corona,Alameda city,Track,Track,92881,951,8674801,581970,33.8381856,-117.522205,71358,56467,59073,170.056849197726
60221329,6,California,CA,Alameda,Corona,Alameda city,Track,Track,92882,951,3859518,0,33.8647762,-117.6207229,87923,74422,58453,253.884202474064
60221339,6,California,CA,Alameda,Corona,Alameda city,Track,Track,92883,951,133855735,138452,33.7812173,-117.409206,97615,300000,70864,251.523030803991
60221349,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92508,951,2972810,0,33.8944124,-117.3019318,113015,108013,64937,578.759152563346
60221359,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92506,951,2480031,0,33.9418987,-117.3385631,91377,70587,66364,266.981747124493
60221369,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92507,951,2869029,0,33.9764795,-117.3168472,81010,73440,49095,187.19001173276
60221379,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92507,951,10032235,0,34.0130557,-117.3222235,70916,300000,56669,320.088750699765
60221389,6,California,CA,Alameda,Moreno Valley,Alameda city,Track,Track,92557,951,1011050,0,33.9438287,-117.2526691,49638,42613,33467,289.759002419673
6022139,6,California,CA,Alameda,San Pedro,Alameda city,Track,Track,90731,310,2056812,1202,33.7616099,-118.2947359,100777,95376,62490,811.985437074423
60221399,6,California,CA,Alameda,Moreno Valley,Alameda city,Track,Track,92557,951,2261466,125929,33.9676198,-117.2544363,101725,300000,57677,203.684589912823
60221409,6,California,CA,Alameda,Moreno Valley,Alameda city,Track,Track,92551,951,5178099,41515,33.883118,-117.2329208,75286,300000,44092,390.149524772101
60221419,6,California,CA,Alameda,Moreno Valley,Alameda city,Track,Track,92553,951,1612409,0,33.919149,-117.2480601,44715,34921,37775,372.624012100903
60221429,6,California,CA,Alameda,Moreno Valley,Alameda city,Track,Track,92553,951,1354400,0,33.9354567,-117.2406622,30958,24773,21619,361.988399786652
60221439,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92502,951,1619378,0,33.9220397,-117.2272172,53975,36679,49659,349.41747497083
60221449,6,California,CA,Alameda,Moreno Valley,Alameda city,Track,Track,92555,951,2625610,0,33.9319935,-117.2002245,73411,67699,42562,388.847086619014
60221459,6,California,CA,Alameda,Sun City,Alameda city,Track,Track,92586,951,5655482,0,33.7141447,-117.2157957,45533,38148,28959,809.677665960421
60221469,6,California,CA,Alameda,Menifee,Alameda city,Track,Track,92584,951,2689857,720305,33.6865495,-117.2552673,104652,300000,63467,180.590133987887
60221479,6,California,CA,Alameda,Menifee,Alameda city,Track,Track,92584,951,1860085,0,33.6962146,-117.1494297,93081,80638,60071,384.844186247221
60221489,6,California,CA,Alameda,Sun City,Alameda city,Track,Track,92586,951,8110574,40181,33.692413,-117.2255846,78993,67140,49057,837.986884318658
6022149,6,California,CA,Alameda,San Pedro,Alameda city,Track,Track,90732,310,1451020,0,33.7330809,-118.3084736,98651,80845,69942,986.184916122269
60221499,6,California,CA,Alameda,Menifee,Alameda city,Track,Track,92584,951,1806063,0,33.7161589,-117.1983059,35730,21043,41459,406.853517503696
60221509,6,California,CA,Alameda,Perris,Alameda city,Track,Track,92570,951,28079172,173856,33.7488769,-117.2517249,47207,34108,39921,527.547499605383
60221519,6,California,CA,Alameda,Lake Elsinore,Alameda city,Track,Track,92530,951,14068478,7948320,33.6460838,-117.3105619,43147,300000,26487,430.359224517049
60221529,6,California,CA,Alameda,Corona,Alameda city,Track,Track,92883,951,16549604,0,33.7167408,-117.4192829,90413,81040,52898,232.047092547309
60221539,6,California,CA,Alameda,Murrieta,Alameda city,Track,Track,92562,951,5118244,0,33.5651234,-117.1918935,46707,42017,29570,683.2740878716
60221549,6,California,CA,Alameda,Temecula,Alameda city,Track,Track,92591,951,4983429,0,33.5318881,-117.1188981,105931,300000,55236,181.484495706154
60221559,6,California,CA,Alameda,Murrieta,Alameda city,Track,Track,92562,951,1612791,0,33.5752583,-117.2137673,81262,69407,46452,310.681426317043
60221569,6,California,CA,Alameda,Winchester,Alameda city,Track,Track,92596,951,7101778,0,33.6119874,-117.0955381,117607,300000,70149,468.96937611978
60221579,6,California,CA,Alameda,Temecula,Alameda city,Track,Track,92592,951,2061904,0,33.4712935,-117.0854882,104791,95612,55626,468.196179747198
60221589,6,California,CA,Alameda,Fallbrook,Alameda city,Track,Track,92028,760,52811806,25895,33.4547615,-117.1565563,88703,84004,44859,321.642470806181
6022159,6,California,CA,Alameda,La Crescenta,Alameda city,Track,Track,91214,818,4579336,18657,34.2442558,-118.2325716,123819,116071,76381,638.217751440379
60221599,6,California,CA,Alameda,Temecula,Alameda city,Track,Track,92592,951,2681817,0,33.4952197,-117.1030729,101953,105213,46496,163.984693995256
60221609,6,California,CA,Alameda,Wildomar,Alameda city,Track,Track,92595,951,3096177,0,33.6015382,-117.2589383,66822,59408,53365,725.260486837763
60221619,6,California,CA,Alameda,Wildomar,Alameda city,Track,Track,92595,951,20097230,0,33.6278555,-117.2176992,61225,54797,40542,483.681337485765
60221629,6,California,CA,Alameda,Hemet,Alameda city,Track,Track,92544,951,107629338,28665,33.6817006,-116.8892587,77343,57751,58096,584.638599372836
60221639,6,California,CA,Alameda,Hemet,Alameda city,Track,Track,92543,951,1216686,0,33.751115,-116.9504264,45372,41268,33640,372.357325435081
60221649,6,California,CA,Alameda,Hemet,Alameda city,Track,Track,92544,951,1945617,0,33.7331931,-116.9389808,67075,53344,54074,360.914490272032
60221659,6,California,CA,Alameda,Hemet,Alameda city,Track,Track,92543,951,971938,0,33.7372831,-116.9686965,36454,29624,31386,368.324013192968
60221669,6,California,CA,Alameda,Hemet,Alameda city,Track,Track,92545,951,13457350,0,33.7539134,-117.0203384,56766,43112,46765,919.938454259322
60221679,6,California,CA,Alameda,San Jacinto,Alameda city,Track,Track,92583,951,6650915,0,33.7611982,-116.9425027,25807,300000,14028,594.999199946663
60221689,6,California,CA,Alameda,San Jacinto,Alameda city,Track,Track,92583,951,1250881,0,33.7834484,-116.9530305,40540,28547,37227,576.021439863845
6022169,6,California,CA,Alameda,Glendale,Alameda city,Track,Track,91208,818,6949367,3868,34.1691959,-118.2102837,146051,151004,78791,614.588071205253
60221699,6,California,CA,Alameda,Yucaipa,Alameda city,Track,Track,92399,909,6344837,0,33.9948653,-117.0457827,61360,47516,42977,167.791611778468
60221709,6,California,CA,Alameda,Beaumont,Alameda city,Track,Track,92223,951,28669453,0,33.9837342,-117.0032354,47578,33370,41910,309.322493951701
60221719,6,California,CA,Alameda,Beaumont,Alameda city,Track,Track,92223,951,1994259,0,33.9374598,-116.9602294,63691,58442,45429,554.631648959378
60221729,6,California,CA,Alameda,Banning,Alameda city,Track,Track,92220,951,1628524,0,33.9266791,-116.8942771,28743,25825,23094,258.855694445323
60221739,6,California,CA,Alameda,Anza,Alameda city,Track,Track,92539,951,655072478,1694499,33.6096837,-116.7224654,67770,300000,41258,100.062940278795
60221749,6,California,CA,Alameda,Thousand Palms,Alameda city,Track,Track,92276,800,11778315,0,33.8211956,-116.3874271,43007,31615,37935,857.041157757962
60221759,6,California,CA,Alameda,Desert Hot Springs,Alameda city,Track,Track,92240,760,19368622,0,33.9732868,-116.4887516,60723,54676,36277,359.517742407372
60221769,6,California,CA,Alameda,Palm Springs,Alameda city,Track,Track,92262,760,3136510,0,33.8540687,-116.5205082,56726,42809,44909,723.637592594531
60221779,6,California,CA,Alameda,Palm Springs,Alameda city,Track,Track,92264,760,1236996,58463,33.812654,-116.5369599,48966,26255,55994,996.066039110993
60221789,6,California,CA,Alameda,Cathedral City,Alameda city,Track,Track,92234,760,2590298,0,33.7942301,-116.449391,94360,73508,73588,368.312815736506
6022179,6,California,CA,Alameda,Glendale,Alameda city,Track,Track,91201,818,599882,0,34.1752478,-118.2869319,84062,71868,61694,284.748841586598
60221799,6,California,CA,Alameda,Palm Desert,Alameda city,Track,Track,92260,760,7863731,0,33.7653336,-116.3648178,91775,300000,47617,22.5987839513581
60221809,6,California,CA,Alameda,Cathedral City,Alameda city,Track,Track,92234,760,1620115,0,33.819638,-116.4690836,45067,22621,43239,345.782229351455
60221819,6,California,CA,Alameda,Cathedral City,Alameda city,Track,Track,92234,760,3556739,115034,33.7750205,-116.4698341,25822,18400,22244,377.552983618412
60221829,6,California,CA,Alameda,La Quinta,Alameda city,Track,Track,92253,760,1465211,0,33.6549641,-116.3122385,61407,45566,45915,331.150221963454
60221839,6,California,CA,Alameda,Palm Desert,Alameda city,Track,Track,92260,760,2755210,101074,33.7348325,-116.3868788,47620,35134,47716,858.735685536214
60221849,6,California,CA,Alameda,Palm Desert,Alameda city,Track,Track,92260,760,3213710,122058,33.7257344,-116.3498865,134460,150819,73124,143.021934417369
60221859,6,California,CA,Alameda,Indio,Alameda city,Track,Track,92201,760,2940425,58300,33.7142853,-116.2596224,65839,54225,44994,839.000411855564
60221869,6,California,CA,Alameda,Indio,Alameda city,Track,Track,92201,760,2900616,0,33.7289861,-116.2476921,55476,52003,36765,482.332268091987
60221879,6,California,CA,Alameda,Bermuda Dunes,Alameda city,Track,Track,92203,760,3695354,0,33.7491593,-116.2890686,66894,53490,59475,799.532068801124
60221889,6,California,CA,Alameda,Indio,Alameda city,Track,Track,92201,760,2284496,0,33.7069847,-116.22611,58371,46523,45755,578.910728819373
6022189,6,California,CA,Alameda,Glendale,Alameda city,Track,Track,91205,818,237181,0,34.1487828,-118.2439771,46371,31783,41194,1002.53538459436
60221899,6,California,CA,Alameda,Thermal,Alameda city,Track,Track,92274,760,179191597,13614503,33.5353408,-116.1440897,75619,50524,67535,605.503170078686
602219,6,California,CA,Alameda,San Lorenzo,Alameda city,Track,Track,94580,510,1315446,0,37.6691777,-122.1375217,91357,77755,57922,575.394995968441
60221909,6,California,CA,Alameda,Coachella,Alameda city,Track,Track,92236,760,3083855,0,33.662898,-116.1700591,45109,31701,39019,546.98620846181
60221919,6,California,CA,Alameda,Blythe,Alameda city,Track,Track,92225,760,1937848,0,33.6142234,-114.5838963,36039,27831,25499,457.723597795155
60221929,6,California,CA,Alameda,Lake Elsinore,Alameda city,Track,Track,92530,951,2475930,6250946,33.6478677,-117.358069,52687,44606,39792,500.917043288596
60221939,6,California,CA,Alameda,Riverside,Alameda city,Track,Track,92507,951,4692652,14300,33.9709274,-117.333312,24091,14613,24078,501.035144739712
60221949,6,California,CA,Alameda,Moreno Valley,Alameda city,Track,Track,92553,951,1961724,0,33.9283078,-117.2132757,64572,57901,43850,137.760313037312
60221959,6,California,CA,Alameda,Corona,Alameda city,Track,Track,92881,951,8023803,1961,33.8282363,-117.5567013,114136,300000,59789,326.07160782901
60221969,6,California,CA,Alameda,Moreno Valley,Alameda city,Track,Track,92551,951,941883,0,33.900986,-117.2130878,66686,53649,49678,582.775835179436
60221979,6,California,CA,Alameda,Indio,Alameda city,Track,Track,92201,760,9220870,0,33.7597059,-116.2675266,61724,48329,57165,662.039688976588
60221989,6,California,CA,Alameda,Murrieta,Alameda city,Track,Track,92562,951,9291042,0,33.546201,-117.1978916,65385,61482,39844,311.878842533432
6022199,6,California,CA,Alameda,Glendale,Alameda city,Track,Track,91205,818,326627,0,34.1376048,-118.2473422,47098,35615,39844,1084.93443986233
60221999,6,California,CA,Alameda,Murrieta,Alameda city,Track,Track,92563,951,5056096,0,33.5490164,-117.1625551,80362,55328,64056,578.443155468705
60222009,6,California,CA,Alameda,Murrieta,Alameda city,Track,Track,92563,951,17145503,0,33.6184077,-117.1520599,97283,300000,62167,192.522832844012
60222019,6,California,CA,Alameda,San Jacinto,Alameda city,Track,Track,92583,951,33731326,438589,33.8238592,-116.9542225,64054,61490,43941,823.630480233782
60222029,6,California,CA,Alameda,Palm Springs,Alameda city,Track,Track,92264,760,140928942,1157,33.7649103,-116.5735745,114400,88275,85488,269.586869125679
60222039,6,California,CA,Alameda,Palm Springs,Alameda city,Track,Track,92264,760,10385640,342,33.7958439,-116.4870255,29450,17966,31980,389.025418638371
60222049,6,California,CA,Alameda,Palm Springs,Alameda city,Track,Track,92262,760,2568728,0,33.8231245,-116.5369013,69706,52698,60061,255.687589560836
60222059,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95819,916,1511258,0,38.5740594,-121.440758,117240,300000,68046,154.855784435695
60222069,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95814,916,866054,0,38.5834331,-121.4823108,53991,41258,48589,436.942113244216
60222079,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95818,916,676073,0,38.5716422,-121.4870807,45158,29962,44144,643.847774990287
60222089,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95816,916,1746202,0,38.5674597,-121.4593774,153524,173613,79894,80.5538172270891
6022209,6,California,CA,Alameda,Burbank,Alameda city,Track,Track,91504,818,1027668,0,34.1936346,-118.3272405,64896,53003,48606,1455.34663862503
60222099,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95820,916,3525649,0,38.5519098,-121.4417291,82563,69823,60028,179.054963069147
60222109,6,California,CA,Alameda,Oakland,Alameda city,Track,Track,94606,916,1105357,0,38.5618891,-121.4773744,45181,28713,46476,258.593346532435
60222119,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95818,916,2442983,287416,38.5620161,-121.5067562,54821,45170,54479,252.586230759208
60222129,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95818,916,984312,0,38.5455452,-121.4812453,141123,300000,76742,86.8596197461618
60222139,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95817,916,924552,0,38.5429371,-121.4582463,29417,21869,19125,184.530430153796
60222149,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95820,916,2581783,0,38.5358637,-121.4295972,66546,300000,38846,170.656655140326
60222159,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95824,916,1653965,0,38.518459,-121.4335116,49996,43411,34539,233.290646029569
60222169,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95831,916,2248127,34205,38.5121908,-121.5088949,67868,51983,62787,445.701570410072
60222179,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95820,916,1427631,0,38.5336237,-121.4693182,34061,22217,33783,681.506840624946
60222189,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95831,916,3335033,79391,38.4996777,-121.511658,63418,48380,59485,303.746309113721
6022219,6,California,CA,Alameda,Burbank,Alameda city,Track,Track,91505,818,1221865,0,34.1741462,-118.3431013,89359,78583,66924,677.851080719424
60222199,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95831,916,1873697,86293,38.5072046,-121.5248769,57395,40653,50238,539.705324822225
60222209,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95831,916,1648104,0,38.4876901,-121.5206821,69654,61033,52497,336.876179190765
60222219,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95822,916,1898619,0,38.4887495,-121.4990252,45255,36012,38588,447.515459923743
60222229,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95832,916,3778405,0,38.4761513,-121.4873526,61611,52741,41388,383.217714895261
60222239,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95823,916,2702032,0,38.5025521,-121.4629263,46084,41337,32052,287.022090889063
60222249,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95824,916,1316728,0,38.5176604,-121.4600558,41517,28020,33917,439.184207370936
60222259,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95828,916,1423403,0,38.4995505,-121.4190445,55543,300000,34315,338.32468302052
60222269,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95823,916,958391,0,38.4780464,-121.4583035,52684,44546,35889,339.819708052473
60222279,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95826,916,3095118,0,38.4891674,-121.383137,50159,42290,39492,554.782192442701
60222289,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95826,916,3714763,0,38.5497903,-121.3854151,90868,300000,44680,114.292944326679
6022229,6,California,CA,Alameda,San Fernando,Alameda city,Track,Track,91340,818,1615102,0,34.2897466,-118.4345092,74791,63163,53962,772.789349694397
60222299,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95864,916,3979794,164181,38.5698188,-121.3915944,158746,300000,81507,102.625905969092
60222309,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95825,916,1297998,0,38.5926289,-121.4107461,34884,25841,23890,426.221012250143
60222319,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95825,916,2619542,0,38.6032015,-121.3922066,65141,300000,50905,292.755485591299
60222329,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95821,916,2621460,0,38.6029899,-121.3737749,81904,74035,51305,224.312050152716
60222339,6,California,CA,Alameda,Carmichael,Alameda city,Track,Track,95608,916,2640616,0,38.6027461,-121.355268,92640,300000,52944,336.112167621685
60222349,6,California,CA,Alameda,Carmichael,Alameda city,Track,Track,95608,916,653849,0,38.6137442,-121.3506355,33630,29625,34468,692.984672030247
60222359,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95821,916,1970203,0,38.6158347,-121.3737809,67003,57505,55507,242.145768507928
60222369,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95825,916,1308689,0,38.6142373,-121.392239,41529,29592,43324,625.073724205355
60222379,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95815,916,2759885,48714,38.6225203,-121.4292379,43767,28662,41817,365.246845251731
60222389,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95838,916,3891462,0,38.6441696,-121.4385656,24774,13683,22508,279.122891747879
6022239,6,California,CA,Alameda,Glendora,Alameda city,Track,Track,91741,626,15816969,337864,34.1533991,-117.8290128,130841,120271,79983,467.336032449979
60222399,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95838,916,3289851,0,38.6484319,-121.460413,74058,67934,52547,245.889392279796
60222409,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95815,916,2481280,0,38.6174056,-121.4564773,25717,12106,38649,437.107839928884
60222419,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95834,916,2876295,0,38.6327983,-121.4898006,64676,57103,39285,384.544173363189
60222429,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95834,916,1946694,0,38.6170872,-121.5081768,55555,48644,33700,444.046168671399
60222439,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95834,916,5413460,475620,38.6488995,-121.5512924,58120,38812,51736,831.863813204773
60222449,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95833,916,2384663,206479,38.6086352,-121.5330236,77553,72018,49719,315.082825375365
60222459,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95835,916,1975503,55441,38.678157,-121.5009859,62760,51270,38543,702.741835654513
60222469,6,California,CA,Alameda,Rio Linda,Alameda city,Track,Track,95673,916,10787502,0,38.6830453,-121.4245886,49023,36915,41588,353.521231082198
60222479,6,California,CA,Alameda,Rio Linda,Alameda city,Track,Track,95673,916,7582517,0,38.6838883,-121.4661875,59065,46651,46132,390.417847523976
60222489,6,California,CA,Alameda,North Highlands,Alameda city,Track,Track,95660,916,2861956,0,38.6869533,-121.3791846,33726,18511,31321,211.217403480313
6022249,6,California,CA,Alameda,Glendora,Alameda city,Track,Track,91740,626,1282147,0,34.1310435,-117.866662,66572,55075,50803,617.070444880784
60222499,6,California,CA,Alameda,North Highlands,Alameda city,Track,Track,95660,916,1437532,0,38.6881636,-121.3583148,51533,46154,35534,476.444090410047
60222509,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95843,916,4582980,0,38.7155123,-121.3347764,88099,79340,54199,303.044459682221
60222519,6,California,CA,Alameda,Antelope,Alameda city,Track,Track,95843,916,1971170,0,38.707515,-121.37028,60935,300000,35689,385.187089100795
60222529,6,California,CA,Alameda,Antelope,Alameda city,Track,Track,95843,916,1142219,0,38.7222559,-121.3876534,85143,69664,61408,215.620681734677
60222539,6,California,CA,Alameda,Sacramento,Alameda city,Track,Track,95841,916,2630957,0,38.668659,-121.3442773,33902,29916,21347,549.315843888693
60222549,6,California,CA,Alameda,Carmichael,Alameda city,Track,Track,95608,916,2987952,0,38.648392,-121.3352428,66071,45330,64527,461.875639051631
60222559,6,California,CA,Alameda,Carmichael,Alameda city,Track,Track,95608,916,2453452,0,38.6172556,-121.3373166,66586,39247,58098,363.622307368204
60222569,6,California,CA,Alameda,Carmichael,Alameda city,Track,Track,95608,916,4580213,243183,38.6170254,-121.3125679,54773,37664,55920,640.289809075537
60222579,6,California,CA,Alameda,Fair Oaks,Alameda city,Track,Track,95628,916,2262693,0,38.656309,-121.3002417,85381,78833,48184,114.190532130022
60222589,6,California,CA,Alameda,Fair Oaks,Alameda city,Track,Track,95628,916,5411143,80704,38.6490292,-121.2391074,123125,300000,79016,275.684045561644
6022259,6,California,CA,Alameda,San Dimas,Alameda city,Track,Track,91773,909,2025761,0,34.1060815,-117.7639908,79658,69004,53326,921.109214051283
60222599,6,California,CA,Alameda,Fair Oaks,Alameda city,Track,Track,95628,916,4344206,220808,38.643865,-121.2584098,113595,107292,78834,173.885398062056
60222609,6,California,CA,Alameda,Citrus Heights,Alameda city,Track,Track,95621,916,1607390,0,38.7127907,-121.2970596,51458,53549,32209,243.621592460746
60222619,6,California,CA,Alameda,Orangevale,Alameda city,Track,Track,95662,916,1972205,0,38.6894179,-121.2669975,42698,40800,23679,522.419082221967
60222629,6,California,CA,Alameda,Citrus Heights,Alameda city,Track,Track,95621,916,2318713,0,38.7123427,-121.3175766,61345,52507,40368,650.805843029299
